elapsed time sensors,current,voltage,acc x (IMU),acc y (IMU),W (IMU),vel encoder,safety_value,throttle,steering,vicon time,vicon x,vicon y,vicon yaw
0.11434698104858398,0.0,0.0,0.0,0.0,-0.11890863627195358,-0.12221206724643707,0.0,0.0,0.0,1733241234.2846305,-0.08244794505052547,-0.07271249034737075,-5.248347352887356e-17
0.11434698104858398,0.0,0.0,0.0,0.0,-0.11890863627195358,-0.12221206724643707,0.0,0.0,0.0,1733241234.2950008,-0.08405933951254932,-0.0859942221404454,-6.24933746991823e-17
0.127396821975708,0.0,0.0,0.0,0.0,-0.12902644276618958,-0.13067328929901123,0.0,0.0,0.0,1733241234.3051908,-0.07930144928062564,-0.07881634638502942,-7.255300869559479e-17
0.13668107986450195,0.0,0.0,0.0,0.0,-0.12978287041187286,-0.12225392460823059,0.0,0.0,0.0,1733241234.314949,-0.07594934478716761,-0.09232219700001139,-8.162355881494545e-17
0.14589571952819824,0.0,0.0,0.0,0.0,-0.10852573812007904,-0.12365974485874176,0.0,0.0,0.0,1733241234.3248677,-0.07802330736153806,-0.07415885780912647,-9.027853624758018e-17
0.15552234649658203,0.0,0.0,0.0,0.0,-0.13620135188102722,-0.14445529878139496,0.0,0.0,0.0,1733241234.3349254,-0.09510538413799785,-0.07333453865270555,-1.013790422369425e-16
0.17572951316833496,0.0,0.0,0.0,0.0,-0.14702890813350677,-0.13762494921684265,0.0,0.0,0.0,1733241234.3449993,-0.08882498788017067,-0.08010593913654755,-1.1022936918399075e-16
0.17572951316833496,0.0,0.0,0.0,0.0,-0.14702890813350677,-0.13762494921684265,0.0,0.0,0.0,1733241234.354975,-0.07978971994992325,-0.09248984682222913,-1.2157352235712704e-16
0.1957557201385498,0.0,0.0,0.0,0.0,-0.14113104343414307,-0.13214094936847687,0.0,0.0,0.0,1733241234.3646922,-0.07184224599157443,-0.07125161202229845,-1.3166745022341635e-16
0.1957557201385498,0.0,0.0,0.0,0.0,-0.14113104343414307,-0.13214094936847687,0.0,0.0,0.0,1733241234.3761508,-0.07305797108133334,-0.0801293384984085,-1.4359430139219227e-16
0.2066340446472168,0.0,0.0,0.0,0.0,-0.12102793902158737,-0.13015376031398773,0.0,0.0,0.0,1733241234.384501,-0.07818530449087537,-0.07661986445070487,-1.5533583819771132e-16
0.21444249153137207,0.0,0.0,0.0,0.0,-0.11813900619745255,-0.13885623216629028,0.0,0.0,0.0,1733241234.394561,-0.07441084540678947,-0.09181126151519249,-1.6213411431144323e-16
0.23447942733764648,0.0,0.0,0.0,0.0,-0.13859498500823975,-0.11803609132766724,0.0,0.0,0.0,1733241234.4046392,-0.0964052872656552,-0.07461459090402452,-1.7635718508693625e-16
0.24569940567016602,0.0,0.0,0.0,0.0,-0.13589362800121307,-0.10599926114082336,0.0,0.0,0.0,1733241234.4145513,-0.09322739599454274,-0.07423234894949944,-1.9068591193210435e-16
0.2571847438812256,0.0,0.0,0.0,0.0,-0.13348868489265442,-0.12681403756141663,0.0,0.0,0.0,1733241234.425146,-0.08916739090966341,-0.09110288563433648,-1.9937620265295812e-16
0.2647116184234619,0.0,0.0,0.0,0.0,-0.14521320164203644,-0.12767504155635834,0.0,0.0,0.0,1733241234.4346473,-0.09260667413521159,-0.07256725578918863,-2.1221962515007311e-16
0.2647116184234619,0.0,0.0,0.0,0.0,-0.14521320164203644,-0.12767504155635834,0.0,0.0,0.0,1733241234.4452107,-0.08144792727726677,-0.08374884104507184,-2.2033500692459278e-16
0.2859206199645996,0.0,0.0,0.0,0.0,-0.13736030459403992,-0.13370433449745178,0.0,0.0,0.0,1733241234.4549575,-0.09843918770827204,-0.09304681427171568,-2.2638172259367213e-16
0.2859206199645996,0.0,0.0,0.0,0.0,-0.13736030459403992,-0.13370433449745178,0.0,0.0,0.0,1733241234.4653285,-0.09582092773943926,-0.083122875523285,-2.4232444586522846e-16
0.3053603172302246,0.0,0.0,0.0,0.0,-0.14554747939109802,-0.14982211589813232,0.0,0.0,0.0,1733241234.4746594,-0.07473734292297574,-0.08223850547187496,-2.5109674333980295e-16
0.3157954216003418,0.0,0.0,0.0,0.0,-0.126165971159935,-0.12283097952604294,0.0,0.0,0.0,1733241234.4849331,-0.07879076830006487,-0.09811277713763614,-2.595682515392437e-16
0.3157954216003418,0.0,0.0,0.0,0.0,-0.126165971159935,-0.12283097952604294,0.0,0.0,0.0,1733241234.4948988,-0.08733434184216604,-0.09445075757215522,-2.8152189298274115e-16
0.3259851932525635,0.0,0.0,0.0,0.0,-0.1432495266199112,-0.11012380570173264,0.0,0.0,0.0,1733241234.5049744,-0.09835181772274411,-0.0813332366729322,-2.9328187360900537e-16
0.34436917304992676,0.0,0.0,0.0,0.0,-0.12365473061800003,-0.12627586722373962,0.0,0.0,0.0,1733241234.5145721,-0.07346576729049173,-0.08568273785283176,-3.037646215004113e-16
0.3547351360321045,0.0,0.0,0.0,0.0,-0.14284080266952515,-0.12743322551250458,0.0,0.0,0.0,1733241234.5246077,-0.09773392375946216,-0.09796862724436599,-3.038344348474726e-16
0.3547351360321045,0.0,0.0,0.0,0.0,-0.14284080266952515,-0.12743322551250458,0.0,0.0,0.0,1733241234.5346806,-0.09275505154763294,-0.09258914385398437,-3.224266942623099e-16
0.36489152908325195,0.0,0.0,0.0,0.0,-0.12491527944803238,-0.11057624220848083,0.0,0.0,0.0,1733241234.5446439,-0.0903297916021362,-0.0806020628575847,-3.416217105320931e-16
0.38512158393859863,0.0,0.0,0.0,0.0,-0.13049325346946716,-0.11443351954221725,0.0,0.0,0.0,1733241234.5547647,-0.0894246978973707,-0.08968666812023582,-3.3836636857822177e-16
